,s3_path,label
20,s3://ladi/Images/FEMA_CAP/1013/20150/DSC_0026_2cfc5a95-0bfc-4cbc-bb78-6af10aaf26db.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
21,s3://ladi/Images/FEMA_CAP/1013/20154/16-1_337_ec221b5c-a263-47ba-8bfa-8dfd5664e814.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
22,s3://ladi/Images/FEMA_CAP/1013/20154/16_1_337_ea54a344-7502-48ba-b290-903574df95a2.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
23,s3://ladi/Images/FEMA_CAP/1013/20155/16_1_337_63978ed9-a4b8-4a82-93d4-1179d2a085f6.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
24,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1741_56265682-5ced-4326-972e-890025de2b27.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
25,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1757_4b6c9147-93f5-43c1-8dbd-e929b7117672.jpg,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]
26,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1762_8d546ecc-9f20-41e0-bd2c-932f126cb57e.jpg,[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
27,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1763_fb7c9759-d698-4b0e-a7c0-ea932f369589.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
28,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1791_64d2b6e7-c6b0-4628-aa91-ec59fec566ed.jpg,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
29,s3://ladi/Images/FEMA_CAP/1013/20165/CAP_1807_757265ac-f4e9-4226-b068-aca36c8cb816.jpg,[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
30,s3://ladi/Images/FEMA_CAP/1013/20166/CAP_1837_619a3de7-d70c-425f-af01-6e980464331f.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
31,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_13b8ab6b-934a-4eeb-b840-2b2a3a48485f.jpg,[1 0 0 0 1 0 0 0 0 1 0 0 0 0 0]
32,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_338bd2d2-c834-4d72-8367-b2787b8bd211.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
33,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_54a00b7c-ecc5-40c3-ae4e-555f81033da3.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
34,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_6c1b2b65-b95d-47c2-953c-3c4d76c91f72.jpg,[1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
35,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_94a6ce2d-0cc7-4ab5-b524-e18984b261ac.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
36,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_a2f32a2f-b470-41d7-af0e-b1c5895762de.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
37,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_c89c14c9-39b4-48ae-9b51-5a3002dbfa0b.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
38,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_d1f19676-039c-4cc7-b80c-92bbe6f000d9.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
39,s3://ladi/Images/FEMA_CAP/1013/20173/16-1-337_da8f180e-d71d-4810-8f6c-84d59844b9cf.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
40,s3://ladi/Images/FEMA_CAP/1013/20177/CAP_0007_7292ea8b-9154-4fe9-849f-00ea48e441e2.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
41,s3://ladi/Images/FEMA_CAP/1013/20177/CAP_0011_983c4dba-3bce-4fa3-92a9-ca429d7e84b8.jpg,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
42,s3://ladi/Images/FEMA_CAP/1013/20177/CAP_0012_8b78800a-f410-4f89-b9d3-553a5503f255.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
43,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1618_677f4299-dbd2-478d-8e93-0d9bf57d465c.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
44,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1630_3579511f-5c60-4a3a-8ef9-2e28306699e1.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
45,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1635_b8c720c7-415c-441d-8e01-8b865296d14a.jpg,[1 0 1 0 1 0 0 0 0 0 0 0 0 0 0]
46,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1636_09192228-ca15-4ce8-ba39-479bdc66d5f3.jpg,[1 0 1 0 1 0 0 0 0 0 0 0 0 0 0]
47,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1642_8e36ac6a-e9b4-4224-8981-bf456b7c731f.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
48,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1645_c8b0f636-ea0d-4669-8549-db3c6439027c.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
49,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1648_9557679d-5345-417c-9ef6-24f99e75080f.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
50,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1650_85f8b3fa-4c99-4d74-9280-b6554b2833d3.jpg,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
51,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1655_41c3a007-1764-4435-8611-8416767450c9.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
52,s3://ladi/Images/FEMA_CAP/1013/20183/DSC_1668_f383643d-0750-4278-9b4e-3aa179fed55d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
53,s3://ladi/Images/FEMA_CAP/1013/20184/DSC_1725_687f2e4c-4b87-444d-b868-efc05392097b.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
54,s3://ladi/Images/FEMA_CAP/1013/20184/DSC_1738_278bff45-0ebf-4581-899a-f72cb1c452b2.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
55,s3://ladi/Images/FEMA_CAP/1013/20184/DSC_1744_34a12bd8-2cdc-42d1-8259-a8b66e0a6aaf.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
56,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1856_32b60273-0910-4dfe-90cb-d050eba631bd.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
57,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1877_9644e206-7258-4bdf-b37b-6b93b7bda3b7.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
58,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1887_fb79d301-762e-4063-bc93-67fce6f232fc.jpg,[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
59,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1888_a0f8f52c-fd0f-43f7-babd-69573e495e41.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
60,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1899_b7418692-ad05-4c8d-9125-6105ba8bd847.jpg,[0 1 1 0 0 0 0 0 0 0 0 1 0 0 0]
61,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1905_b445ad0a-6149-4289-b12a-932697a164e6.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
62,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1911_e6cb78df-0643-479d-b28e-3c55ae25b99c.jpg,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
63,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1912_c1776a52-564a-44e0-a328-63235391957a.jpg,[1 0 1 1 0 0 0 0 0 0 0 0 0 0 0]
64,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1917_5e515c06-a725-4248-bd59-5a89ee1d0b5a.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
65,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1921_4ea2ec0f-4842-4972-998e-aa3950cbc1b8.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
66,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1933_567c9c89-b3b5-47ec-86ef-f2aa702717ce.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
67,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1942_ca5076a1-c9b5-4ae6-b638-855cb568a2b1.jpg,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
68,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1951_9c78a68c-527f-4ea8-b6e7-24a092d2f27a.jpg,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
69,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1952_4afdee1e-48e5-4f20-b13b-e65ce14737ab.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
70,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1956_1ecea31b-015e-4207-9791-cfc00a95252c.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
71,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1961_33533ae5-d792-45d2-b3a9-f2095561ad7c.jpg,[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
72,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1967_74e5dd10-1695-48b2-a5a5-9742ec7dbfdf.jpg,[1 0 1 0 0 0 0 0 0 0 0 1 0 0 0]
73,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1973_a6465128-eec6-46d4-8927-016a14ebfcc4.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
74,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_1982_5dca375e-a3a8-4484-9d31-43790e7729a5.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
75,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2012_641f4ecb-5b5a-4f96-baa1-086622b98b3f.jpg,[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
76,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2020_ec901820-fa08-4bfe-b393-ffce3b60b3cd.jpg,[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
77,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2042_ac47361a-bb09-4987-a96b-6dd13912f3fa.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
78,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2048_32319c86-bb9c-4a7f-a134-1126568df44d.jpg,[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
79,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2058_da08a7d8-ad35-4651-b675-c6f2d64539d7.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
80,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2062_1122efd0-3f86-4095-846e-fe5322ab6e2d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
81,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2086_38803b63-3110-4a9b-9160-df78e627488e.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
82,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2096_84f7e31d-9a60-40dd-9b11-30ca4653cc4d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
83,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2102_7beab9ca-c28c-4ae9-ac75-24907d3d98eb.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
84,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2113_3a45d258-6ba4-45e6-bd43-89c936e264ba.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
85,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2118_3fa5754e-6f9b-431a-bd9f-40764f63072d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
86,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2121_57834a00-cff4-4a34-bbab-103f5488de80.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
87,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2123_a8009b2c-d3af-4d04-aeef-17f5c49e2f4e.jpg,[1 0 1 0 0 0 0 0 0 1 0 0 0 0 0]
88,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2125_82c65941-36ee-4d46-9467-075814a9c97a.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
89,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2133_e9701b1c-3004-4a5b-bcae-7c3b8c492375.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
90,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2138_9ae5c108-9157-4294-99ce-a77dcefa3864.jpg,[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
91,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2139_505a9c97-887f-4cb1-b06e-071a09185b64.jpg,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
92,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2149_2de84a6b-b87a-4c94-bb96-1296f5d271d2.jpg,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
93,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2154_9eae49f2-edeb-465d-a4f2-ca17cdf980fd.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
94,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2158_0a6275d5-e09a-4fe8-b5b2-0f53e8acb1ec.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
95,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0023_e2c71d6e-9548-424d-a9db-c6dd1c827289.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
96,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0027_8ae8a0c4-ce55-4a8c-ae17-3a7935f215ec.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
97,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0035_0afae54d-b71d-44c4-9208-627a3183507d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
98,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0037_9b8b8332-a803-4020-b2aa-4687882ce225.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
99,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0038_76b465ca-e033-4b77-b78a-2a8274adab0e.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
100,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0053_9af8cd50-e9b5-4f78-8404-2799997f10e8.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
101,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0055_f3ce697e-911b-4b65-8acc-9cdfeb64c343.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
102,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0064_a65956fb-4e3f-409e-adf0-022f631e1a47.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
103,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0068_603c1aaa-6a0c-4903-943a-33006a05f00a.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
104,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0080_e3a6695d-e8d1-49d3-804b-aa1738d2e036.jpg,[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
105,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0085_105e6d77-0660-464c-a768-2acd8668bb1b.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
106,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0087_76fafd06-f475-481f-a0a4-c5005f6d190a.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
107,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0090_9e87c6a8-10df-44f3-92f8-5ae6cedb3786.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
108,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0091_97c9f828-2465-4008-8279-9317940b1ecb.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
109,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0095_502249d4-f63a-4ccf-84ae-1da91897a4f4.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
110,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0101_1aafae09-754f-41e6-8bdd-e11ce0b04c9a.jpg,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
111,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0120_7b6b7594-caf6-44b3-9c9b-2b0beb75b70c.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
112,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0130_41920004-2a2a-4c26-aa56-59376f7ce9b1.jpg,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
113,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0131_84e9b567-567b-4e28-84bb-bba6d1479683.jpg,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
114,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0153_69ef4520-2339-4750-9111-f2b2907ed4f3.jpg,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
115,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0175_4f6451d5-23ab-4912-b450-3cfed32d736d.jpg,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
116,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0179_36d18f44-acd5-45d8-a357-e75d30a0f0f6.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
117,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0185_6acf2e7c-7279-4f36-a501-570fa547eda4.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
118,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0188_0d14991d-c4ea-4a4d-804b-5a59c2461101.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
119,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0191_53dccec3-e43d-4c23-8e6b-d30e787370c8.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
120,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0194_eac1a77e-3de5-46bb-a8ef-b0410314fcb1.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
121,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0213_cc158054-f2a1-489b-b4e6-7c4d316c31b1.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
122,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0216_a228e221-2b3a-4904-a683-2cf913d95a51.jpg,[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
123,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0224_99d34870-b379-409f-9404-257fd009ac40.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
124,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0229_a6147202-c245-4234-8a30-3e2b9764be81.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
125,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0230_5d467d79-d1c7-4c83-b4d0-398295ee045d.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
126,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0232_cc32c04b-a577-4586-8d20-b821ada1ef66.jpg,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
127,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0254_50ad9c97-2974-429b-a558-31f85c990479.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
128,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0255_1d8f7dd4-9f20-4e18-b692-30e69099eeea.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
129,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0264_9aaabdfa-95af-4bd4-8d21-01e777e18c40.jpg,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
130,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0282_ac0b56be-a7dc-4447-8dee-3f6ea10a9e05.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
131,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0289_49331b84-61c0-4398-b349-5b345bbdf630.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
132,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0291_8a9c11af-49cb-48e9-af3d-34c82e7cd81e.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
133,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0302_427b2dc3-0bd6-4f70-8aac-d95b2fb121da.jpg,[1 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
134,s3://ladi/Images/FEMA_CAP/1013/20191/DSC_0026_148a55b5-960b-4ce8-b76c-e0e0d59bc3aa.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
135,s3://ladi/Images/FEMA_CAP/1013/20191/DSC_0038_31e85b8a-beb9-46b1-bcfd-9ed16abe07e8.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
136,s3://ladi/Images/FEMA_CAP/1013/20191/DSC_0042_020d8a1c-783a-4f21-a736-d8e6acfba847.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
137,s3://ladi/Images/FEMA_CAP/1013/20191/DSC_0044_f3f8deab-9ca4-438a-a91f-799f055c315c.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
138,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0093_4d89ee6b-73b8-4b27-8c51-f0a812f11089.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
139,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0098_828ee353-84c7-4d5a-96da-54173df813d9.jpg,[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0]
140,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0100_e9b951c4-560c-4e21-acbe-fba284341eb2.jpg,[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
141,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0116_bd302598-6e2b-4fda-868d-b97cda16290f.jpg,[1 0 0 0 0 0 1 0 0 1 0 0 0 0 0]
142,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0135_22b30291-7463-4bd3-b19d-4d165544ceb4.jpg,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
143,s3://ladi/Images/FEMA_CAP/1013/20195/DSC_0156_40c92397-2a94-4d9b-8684-d3d1ca2c4c20.jpg,[1 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
